instance, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39
navigation_inst_mdp__9.log, 0.868260772833, 0.841647690147, 0.855056807622, 0.768701633335, 0.803859542921, 0.832699684242, 0.807533022871, 0.823806907875, 0.822508248774, 0.813634852884, 0.65856033552, 0.774983312946, 0.780186007082, 0.758119742282, 0.762686891566, 0.743544161185, 0.64889747543, 0.722345261937, 0.643351218019, 0.70602625443, 0.690403697367, 0.677085177879, 0.546340225053, 0.623438889389, 0.610086446116, 0.775845341519, 0.789265527748, 0.796473009103, 0.841763017615, 0.740789828513, 0.675906045866, 0.738150915646, 0.604823058282, 0.527110104829, 0.417346938776, 0.383333333333, 0.221428571429, 0.142857142857, 0.47619047619, nan
sysadmin_inst_mdp__4.log, 0.966468435646, 0.968133395957, 0.967085990777, 0.967727197157, 0.969950690663, 0.970669480243, 0.970096818873, 0.972875319427, 0.9734475923, 0.974855026717, 0.976749968376, 0.975898026502, 0.976150976428, 0.977485680832, 0.978775322212, 0.978503522914, 0.978173353053, 0.978560973933, 0.980379469322, 0.980049176982, 0.980373871708, 0.982340564298, 0.981237936148, 0.982815892828, 0.983232002727, 0.985278200574, 0.985414256263, 0.986882182658, 0.988764871557, 0.990205510166, 0.991593827077, 0.992959753608, 0.994288097768, 0.995727055749, 0.996997259493, 0.991002386141, 0.99362535591, 0.976755183171, 0.418740460007, nan
crossing_traffic_inst_mdp__3.log, 0.815985055717, 0.828188037054, 0.915141572748, 0.945433361686, 0.946507636262, 0.912231950623, 0.903500204839, 0.926821043712, 0.944791104025, 0.968767077707, 0.969115824613, 0.970322875574, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
elevators_inst_mdp__5.log, 0.782264530778, 0.800461665678, 0.820937142553, 0.824014244549, 0.835435360997, 0.836857748379, 0.837315776076, 0.832961450357, 0.834085234655, 0.836359099605, 0.840411343169, 0.831913141808, 0.828304871323, 0.819824362564, 0.837493940407, 0.839570346041, 0.831701048193, 0.830286828485, 0.830330344822, 0.82202477372, 0.812044273932, 0.813728234595, 0.810116328545, 0.801970173619, 0.798154356921, 0.80224003511, 0.79757582779, 0.791759845335, 0.796780293054, 0.795107940454, 0.77894813034, 0.784601150139, 0.789348771273, 0.791420702161, 0.781148700633, 0.752860335072, 0.716442825552, 0.754096176871, 0.668898695187, nan
game_of_life_inst_mdp__4.log, 0.982544477177, 0.973110215885, 0.96972540316, 0.963652939259, 0.963117844505, 0.959357871184, 0.962558536393, 0.961065463993, 0.961416257389, 0.961407366142, 0.957218965044, 0.960134253893, 0.95915498841, 0.961622126021, 0.959421227347, 0.959140131753, 0.957273523407, 0.95615096507, 0.953935241686, 0.951346776943, 0.94966636476, 0.953145427906, 0.951514389685, 0.953530556641, 0.941360495127, 0.939568054335, 0.939848071032, 0.934698526639, 0.930796209706, 0.938226159329, 0.927076169676, 0.89506279824, 0.872790677715, 0.821328864019, 0.759058922873, 0.671326723394, 0.619152551428, 0.496909854794, 0.544847795775, nan
recon_inst_mdp__3.log, 0.937029082266, 0.939500984035, 0.931228094647, 0.922844957503, 0.918746482335, 0.919048437309, 0.925722627453, 0.933338907523, 0.936904128579, 0.942145910629, 0.944086367806, 0.948453901748, 0.945322851302, 0.949656931127, 0.948185220571, 0.946967261194, 0.942748735655, 0.937644082576, 0.936502551803, 0.918034639217, 0.900704780607, 0.873649709998, 0.856153923637, 0.836551717573, 0.85707865722, 0.873168405295, 0.887508764744, 0.905255616608, 0.935950963898, 0.970066936603, 0.983991217773, 0.987583835685, 0.990537424712, 0.984685272949, 0.997596123761, 0.999205989111, 0.999198396794, 1.0, 1.0, nan
crossing_traffic_inst_mdp__6.log, 0.89158567195, 0.877906965819, 0.865225951518, 0.85115428632, 0.867209392874, 0.880098361065, 0.881393379808, 0.876756198963, 0.891216021504, 0.895962467992, 0.88599420447, 0.900946870428, 0.895070377605, 0.931044865036, 0.931036103276, 0.885772782085, 0.890118085571, 0.798425564205, 0.867275752542, 0.911701841106, 0.816955160353, 0.84415958545, 0.845558292386, 0.834589888356, 0.80853723842, 0.851611014403, 0.859631911073, 0.751115814393, 0.791165462285, 0.669550697246, 0.670132667514, 0.605576764886, 0.442690391812, nan, nan, nan, nan, nan, nan, nan
skill_teaching_inst_mdp__5.log, 0.446579246001, nan, 0.458229447175, nan, 0.523140517112, nan, 0.568375636738, nan, 0.603136027181, 0.505668062118, 0.628411247715, 0.46618542075, 0.67291701361, 0.444694083381, 0.735153924901, 0.459513815874, 0.748460747233, 0.417552873033, 0.7514988528, 0.346502842047, 0.769013059984, 0.36156444434, 0.768332293906, 1.0, 0.749907230208, 1.0, 0.765805692089, 0.944444444444, 0.837603686492, 0.753518728796, 0.803981418469, 0.930555555556, 0.808875267367, 0.911111111111, 0.838057116171, 0.972222222222, 0.902298850575, 0.982638888889, 0.775862068966, nan
traffic_inst_mdp__8.log, nan, 0.738121703725, 0.728084339566, 0.752371377697, 0.755201643303, 0.751298410024, 0.783548589128, 0.783457977208, 0.782441809502, 0.793844389616, 0.802055371211, 0.800715621675, 0.772781612261, 0.773814339684, 0.789214645784, 0.766513611313, 0.768667234356, 0.782749076282, 0.761878785409, 0.773375269909, 0.743227687088, 0.770805850291, 0.769009204198, 0.770581272859, 0.789137697991, 0.790742353018, 0.798176876957, 0.769831719662, 0.778224542298, 0.769321049908, 0.77785692193, 0.771575665191, 0.746743641761, 0.770737618678, 0.698118793225, 0.411975391832, 0.446890041778, 0.433212420295, 0.139941432052, nan
sysadmin_inst_mdp__8.log, 0.967899764469, 0.973839774726, 0.977759960292, 0.981622177681, 0.984539177712, 0.985909315716, 0.987688653664, 0.989028305175, 0.99002800762, 0.98772267515, 0.98550903094, 0.984858367785, 0.983564864235, 0.982804198839, 0.983700649873, 0.986563771175, 0.987974449381, 0.989384570525, 0.990143811806, 0.989949061659, 0.991826549766, 0.990381030443, 0.99217017788, 0.991388609766, 0.993722046052, 0.991849458125, 0.99036703045, 0.989784576069, 0.989631902204, 0.989323842509, 0.991508945524, 0.992660444568, 0.992489837557, 0.992066296619, 0.993723731694, 0.99560831001, 0.998311613126, 0.999865472784, 1.0, nan
